id_pedido,id_cliente,produto,quantidade,preco_unitario,valor_total,data_pedido,status
7dd62144-ac4e-4b8f-9e2c-0cc82b7cb183,f04daba3-80a0-4f9b-9050-4c968335ec28,Mouse Gamer,4,2842.79,11371.16,2026-03-11,Aguardando Pagamento
e8755f1f-411e-4db7-8f0a-4425ff398fa5,b6ff5297-0601-4250-b283-6cd736296808,Notebook,2,1496.85,2993.7,2026-01-07,Entregue
65743c5d-f817-4eab-b9af-ddeb9317ecac,f9f625ff-279b-4831-b18c-9c36b0591be2,Notebook,1,2065.34,2065.34,2026-02-26,Aguardando Pagamento
e09025e1-d8ca-4c7a-973d-a5b43b0f59cb,575b9892-6cee-4ea9-89fc-af84c01eeec8,Fone Bluetooth,2,2359.35,4718.7,2025-12-06,Aguardando Pagamento
d38bc2de-5ff2-4375-b92f-69a15715564a,b1a24c67-fa1f-4fe7-8acc-bfc7b94e05be,Teclado Mecânico,4,1727.79,6911.16,2026-07-23,Processando
1e807ab9-5f61-450e-8bfc-9563bf5d8628,bcbfd12c-72c9-493b-8e07-642dd5ab4769,Fone Bluetooth,4,673.77,2695.08,2026-06-25,Processando
07980c66-f53c-4098-b682-f684acc1fad9,2f2733df-3cec-42cf-a1f8-c6c28e64289d,Smartphone,2,1527.86,3055.72,2026-05-11,Processando
a62d4866-d6f6-40c5-a526-ab180b73c676,8f8abc20-2a03-45ee-9140-9c77ef0cf237,Notebook,4,2405.32,9621.28,2026-03-04,Processando
767bf2f4-cd4f-4a63-a76b-614eaeaff588,33be4303-d717-4bc8-8de9-7edef5c71576,Smartphone,5,150.76,753.8,2025-09-17,Cancelado
e1296510-42ee-4261-a569-cb86e8bac52d,825ae157-94a3-4c5a-a5fd-79c0fc4e4eda,Teclado Mecânico,3,2107.74,6323.22,2026-02-27,Processando
fea79d2c-8af0-4254-9e13-5e922850483b,bff43703-728c-441c-b585-593b9fde5b56,Teclado Mecânico,5,3312.37,16561.85,2026-04-07,Entregue
aaf5d692-92f6-4003-a08a-808e8cf13277,82f57d34-354b-476a-b08e-8866755b06fc,Monitor 4K,4,1613.3,6453.2,2026-02-27,Entregue
368cb18b-84f7-4d9e-8b92-fb9c20e7b493,b14bb066-096a-42e7-9255-85a1fff5e6e3,Mouse Gamer,3,2447.3,7341.9,2026-07-11,Cancelado
41ac7e81-9c40-401b-8793-34a513e0f1d2,8243e743-5339-49b2-95ed-634b13e7afff,Fone Bluetooth,1,2407.44,2407.44,2026-07-27,Aguardando Pagamento
aa3c507d-1339-4920-b580-d8db0770c87c,1ebc033b-3c46-458a-8710-86c31594b2ea,Notebook,5,2521.91,12609.55,2026-06-24,Aguardando Pagamento
b00d94f0-e324-473a-b45d-2f979972fb69,4e53992d-995e-4abe-869c-c448ab009b85,Notebook,3,3341.88,10025.64,2025-12-18,Entregue
1f738d04-8412-4c98-8843-22cc2e35cc4c,b5c7d4ee-377b-42cd-b6e0-26b93fbef6e9,Monitor 4K,4,406.56,1626.24,2025-11-12,Aguardando Pagamento
2c5d0918-d5a0-41b0-af71-f9c75040a68c,7341affa-c2a4-4830-862a-39e721cb9a1e,Monitor 4K,5,2453.91,12269.55,2026-07-20,Cancelado
71b11997-12d9-4575-a97e-e98ff4108e18,31167966-b2cb-4ddc-a6f3-ed686ff86b47,Mouse Gamer,4,3270.43,13081.72,2026-03-08,Entregue
b825e21a-8fb0-446b-aa32-b1358594a511,4eb1d3ba-ff9c-4663-b08e-f165ad497acf,Smartphone,1,320.9,320.9,2026-04-30,Processando
8cbda213-6c78-4cd5-b2de-7942882a8e5b,f32f5878-3648-4518-b344-a8a25b6be5a9,Mouse Gamer,3,1124.12,3372.36,2026-06-05,Aguardando Pagamento
88e3e2fb-66fd-4a5e-841f-3a4a3d75a1f4,b67a4607-a834-465a-bc29-f9e878267bd8,Fone Bluetooth,3,2334.72,7004.16,2026-07-30,Aguardando Pagamento
013c8ffb-3644-4040-b60b-d4cb535d5226,2bc7e9b1-d6f1-4ee3-a914-2beb2ae89bd6,Teclado Mecânico,1,2803.94,2803.94,2025-12-08,Cancelado
4525ece9-53f6-44a1-80e1-de34ed08f54d,080f71d5-2e29-453b-a1ac-bb89e9d1c795,Mouse Gamer,3,139.38,418.14,2026-04-16,Entregue
7b497eb6-930e-4cf0-a8b5-3c9e5a5db3cc,a9dec837-276d-4886-828c-a750f47b9a4b,Smartphone,5,136.44,682.2,2025-09-28,Aguardando Pagamento
bc851479-1f4f-4812-b4fa-66bb596b53a7,d74168dc-6c6d-4da5-8c54-57c822ac625c,Teclado Mecânico,5,527.63,2638.15,2026-06-12,Processando
54579550-317b-45e3-9f50-280040ca9dbd,be3c2928-2837-480b-95f7-dd05eb9a42ba,Mouse Gamer,4,1087.84,4351.36,2025-12-08,Cancelado
f8d9567b-9730-4935-b34c-2bf596b3f8ef,50817227-c2d4-4fad-bc8a-fd7aa5c5fdd0,Notebook,3,2924.57,8773.71,2026-06-22,Entregue
338cdb86-45df-4ec4-af88-8b2f5bc072b3,edc1e26b-35d7-4cd1-a26d-d284bdceaffa,Teclado Mecânico,4,2345.72,9382.88,2026-03-20,Entregue
9bbb6c90-1b57-4e48-bd3c-9c935b28e04a,218b5d38-3ae0-4de1-8974-634755344f7b,Fone Bluetooth,5,896.01,4480.05,2026-04-14,Aguardando Pagamento
188e8f46-1a08-43bf-a082-2999fef7d65f,536c00ff-46e8-4d74-a901-cdbfed0d2c87,Teclado Mecânico,5,2697.74,13488.7,2026-03-31,Entregue
64bced46-1c1d-42d4-a03f-53332b6c1492,737b59f0-a18e-40cc-91a0-d581a015491c,Notebook,4,2608.44,10433.76,2025-11-09,Entregue
260f887c-981d-4ba6-84b6-d0674673f8f8,1c3f66ed-512c-468a-9398-2292ea121046,Smartphone,1,1021.5,1021.5,2026-04-24,Cancelado
983ec1d3-2bce-4907-8197-1f6cc6572747,ff8efbb3-10b9-47bc-9dc0-d8d474f6d43c,Teclado Mecânico,5,1965.25,9826.25,2026-03-09,Cancelado
cf81881a-bf3a-4c53-ac57-4e76cf341928,7220cec7-981f-49bc-8472-d44b8ff1755c,Notebook,3,3192.32,9576.96,2026-04-10,Entregue
e2565e3e-cb12-4b57-9431-e01fc40f5cb4,8fd129a0-f30f-446b-8bae-42ccdd947872,Teclado Mecânico,3,1945.84,5837.52,2026-08-10,Cancelado
b19c3d01-2195-4ae5-b4af-fed998fe42c1,dc0a8957-0604-471e-823e-48045001ed4c,Teclado Mecânico,2,2256.98,4513.96,2026-07-04,Aguardando Pagamento
dade9db7-e926-4837-9519-67c969c40797,7fc3b9b4-0c1e-4ecf-930c-494f3d8f77e5,Smartphone,2,1071.78,2143.56,2026-08-13,Processando
13296652-f629-4ea9-9792-094f30a1c362,2fdce479-b9ba-45fe-9acc-5b620cf608a8,Monitor 4K,4,1946.25,7785.0,2026-06-25,Processando
279b8a09-22b0-4e76-91f2-2f3e90a1f8c8,24721e3d-4ca4-44c7-b081-cc598e7c97f0,Mouse Gamer,3,839.95,2519.85,2026-07-20,Entregue
e940e370-b04e-43a7-a88b-8883782b5880,6185ed29-860c-41d0-8fff-71095fc095f9,Notebook,2,3064.76,6129.52,2026-07-25,Processando
e16e84d7-ca19-4bb8-a91b-61aad15bee61,2fc7ae9a-2a48-42bb-937c-3e8615dae870,Monitor 4K,4,2494.43,9977.72,2026-03-18,Aguardando Pagamento
86631a76-0d94-4074-bfdf-43cf4a016511,08d43d5e-1206-4e44-95ab-d8971d9a80b0,Notebook,5,409.31,2046.55,2026-07-20,Cancelado
57ea57f7-059d-4910-8358-51b6dd4836d8,0e3b2e64-222c-477d-9459-310740321394,Smartphone,4,3270.76,13083.04,2026-03-25,Aguardando Pagamento
8612fec0-64eb-45cc-a189-7dbf10aa30f3,6a4e70c0-bdb1-4f20-ad6f-ee092524ef10,Teclado Mecânico,3,1082.45,3247.35,2025-09-26,Processando
e30aa1a6-c7f4-4409-abda-15b4c25d6830,5ba7d3b7-2ccc-4fba-a1e1-c680c4cfc3ce,Monitor 4K,3,3192.69,9578.07,2025-09-22,Entregue
9d612895-4c97-4fd1-94cb-df8e846e3669,5f761b37-fa8e-4778-adff-b92b4b895f2d,Smartphone,1,3257.85,3257.85,2026-03-25,Cancelado
c50ff2f1-1d82-4959-8c4c-20d0f3287a7c,4e037ce3-9e61-4b76-b9d1-1ea93e170449,Monitor 4K,1,2979.12,2979.12,2026-04-14,Cancelado
19bcbce5-4f8a-4d12-8444-f3b99013ebc3,9b71ba66-8c21-4293-9177-bb9a827b29d5,Fone Bluetooth,5,2874.01,14370.05,2026-08-22,Processando
36b813ef-7f19-48c2-a411-e94f05f411fb,3c3edfcf-4142-4bdc-94d5-8fea426679a6,Fone Bluetooth,1,3197.41,3197.41,2026-06-03,Processando
35334086-6bd7-4028-8ab7-d8dec63ba94c,6d96e65a-9877-47ec-984f-887da022cd1d,Smartphone,4,472.32,1889.28,2025-09-19,Cancelado
3c131e9b-b56e-48e7-990d-5f6a6c70de98,773324fc-ff00-4621-85e9-74d922acb237,Fone Bluetooth,3,750.75,2252.25,2026-06-26,Processando
29e9d9bc-4e91-40a3-b4e9-47a5a0cdcf72,54cb7472-1249-42f3-b6a2-78c2154c273b,Fone Bluetooth,1,906.18,906.18,2026-05-05,Entregue
a1d1e87b-5b5c-48ba-b629-4c7b1c12d1c6,4ba11aaf-9728-4b0e-82e9-edb12a4bd0c9,Mouse Gamer,5,618.46,3092.3,2025-11-25,Cancelado
39c0bbce-8de5-44be-8879-6915f7cb9dda,d0147498-936a-4b74-afb8-2eeda0e80bd7,Monitor 4K,1,3377.27,3377.27,2025-12-18,Entregue
c5330444-d90e-495f-be98-a64e02b1aae7,aa0055ce-f6c1-4375-a077-d33313a4bcdb,Teclado Mecânico,2,3165.85,6331.7,2026-05-21,Entregue
7b55e7de-c9cd-4f5a-91bf-dbc9d88633d0,96d113c7-9f69-41ac-bef8-c004337cb698,Fone Bluetooth,5,3026.43,15132.15,2026-04-30,Cancelado
b1e76d5d-586c-4d99-be36-d47c814d895f,61ddead6-5a99-4d46-813d-2bbdfa22b992,Notebook,1,122.81,122.81,2026-08-11,Aguardando Pagamento
f4e2752f-5ba9-47c4-bad8-83ef1358329c,447f3109-c88c-4c9a-a864-691d9b156e31,Smartphone,3,2245.1,6735.3,2026-03-28,Processando
4bf15689-c8df-4ea1-9e6f-3bff10ea9055,534e3ea6-d85e-43ed-be77-671a105aa9ae,Notebook,2,1880.64,3761.28,2026-01-19,Processando
14050590-1856-408e-aed9-a9974006e648,bd0aaf69-c698-453f-92d8-f55c36ceaab5,Notebook,5,2399.51,11997.55,2026-05-17,Entregue
02b6ed4e-b8a7-4f9f-9d84-3c7264871315,e658b0a4-ed9c-4634-9e84-474fbf21a825,Fone Bluetooth,5,535.57,2677.85,2026-04-24,Entregue
65b301b0-ba50-4252-8d9b-24824ff2b372,5955d72a-0e09-4d20-acc0-f813ea71dfad,Smartphone,5,1436.6,7183.0,2025-12-15,Entregue
d6be3c89-6fc4-43c7-9679-4f8bab1c2146,ec397505-a150-4800-8aef-c148e3703f27,Teclado Mecânico,2,1047.64,2095.28,2025-10-26,Processando
5116d5f7-d013-4798-b661-c63491d6ae86,74e4bc2d-c526-490a-989a-671bdc4a88a4,Mouse Gamer,5,2785.25,13926.25,2026-08-11,Processando
92b9ef87-006d-4e48-a67c-c01a27b6300e,d4b951fd-01b7-467a-a6c5-2d9fb34acf5d,Smartphone,3,279.07,837.21,2026-03-22,Cancelado
afdc93cf-570e-4f6a-bd7a-53db95c1e025,f5b83e1c-c2d6-4701-b0c6-fe7157c0a881,Notebook,2,2142.53,4285.06,2026-02-22,Cancelado
8871b16a-03ec-4a2c-ac0d-783135c7c75d,8be85370-a14b-44c2-b535-158fcb8bd59e,Fone Bluetooth,2,1130.88,2261.76,2026-05-04,Aguardando Pagamento
a50acb61-a53c-434f-b94f-96fb18be705a,650cc3a1-e5a1-489f-922e-c70d62ba3390,Notebook,4,1650.23,6600.92,2025-11-17,Cancelado
4685aaea-9700-4be5-aa77-fa21d71eb434,d757e89b-5e91-4152-8d64-d1b0ea674edb,Mouse Gamer,4,980.13,3920.52,2026-04-09,Cancelado
349fc42e-8fa1-4191-a754-3e4b888b6087,b1468a7e-d306-476f-884f-af0420749467,Monitor 4K,2,3400.09,6800.18,2026-08-19,Entregue
2cc3aa05-51f7-4887-993e-e479f6e6d742,8e938bcd-8f95-4b47-910d-0a919e866314,Monitor 4K,3,2648.8,7946.4,2025-11-01,Entregue
24513201-95f9-4a42-8ac3-e366da31ab4f,f9494b0d-2ad9-470d-bd6c-dc6ee0cd5103,Mouse Gamer,2,1381.8,2763.6,2026-08-21,Processando
56a2d5e9-fd58-4c75-8428-f1472fc98d1f,2354ada0-c440-44bf-8c9d-02c16dba4d7d,Fone Bluetooth,5,393.43,1967.15,2026-06-09,Aguardando Pagamento
b24e99fa-109f-4392-922c-b5d7952fecc3,14860b14-f246-4b8f-a1a8-5133756d5ab5,Smartphone,1,2317.83,2317.83,2025-10-27,Cancelado
83dce48e-69f3-4a78-9523-5fb362e10cb3,00637f2b-fd02-42fc-8fbb-c9de37e17d08,Smartphone,4,2553.44,10213.76,2025-12-21,Cancelado
dcc0b546-be10-43d7-8922-42ef8594cfb6,30110058-4706-42e5-b8b4-5301138669a8,Notebook,2,3284.27,6568.54,2025-11-28,Processando
08e6a443-28da-482e-8fbe-8074e451d665,7be41e48-ef3d-41a6-8ad8-d3d6d5eb0b8f,Teclado Mecânico,5,3278.63,16393.15,2026-03-27,Processando
ded0028f-08f5-4b2a-a1d8-1c067501d9b8,fe1a6c8a-875b-468c-b381-285692e5cf65,Monitor 4K,2,3456.19,6912.38,2026-04-30,Processando
7de048c3-53b7-46d0-a458-8102681d55e8,b08bf866-4f45-48fd-a425-81ff3c6193d6,Mouse Gamer,3,444.43,1333.29,2026-06-13,Processando
0b0fdd43-2dd5-4e6d-ba62-c688eba1cb7d,57eab81a-18a1-4862-9844-9d19ad1c126d,Teclado Mecânico,1,3170.95,3170.95,2025-11-18,Cancelado
36398c33-203c-442b-a69a-a088eca7ec05,2a926986-edfe-4e1d-a2fa-729b1289c4ca,Monitor 4K,5,2878.93,14394.65,2025-11-08,Aguardando Pagamento
46a02ffe-ae3e-419f-bb00-396850341153,1cb03358-1646-4ad8-881d-e94510b68265,Smartphone,1,2542.95,2542.95,2026-02-02,Processando
13bde10b-0d84-43ff-a252-045c277c0659,7c97f2fc-f977-4c7a-97a1-eb5718558c76,Fone Bluetooth,5,992.73,4963.65,2025-10-17,Cancelado
aa95e6e5-360e-47db-938b-aa759e557f84,f2b5c8ba-b60e-4777-8323-801e35461890,Notebook,1,3386.2,3386.2,2025-11-08,Processando
0e5bb586-048f-43e8-a02e-fae9f770abf7,0f927f8a-5d05-4820-9cbb-683a72779117,Teclado Mecânico,3,2576.49,7729.47,2026-02-14,Processando
079170e0-0a66-4d46-a38a-e86f478b8534,e1a34f55-cd63-4ffb-a414-ddfecd7e49d2,Monitor 4K,4,1091.32,4365.28,2026-05-16,Entregue
bc2ec27f-1a1e-43bd-b0f7-67bd36dc8399,7b42a3a1-ccc5-4f4f-971f-f64137a972d0,Smartphone,3,1003.74,3011.22,2025-08-22,Processando
1af3dfeb-c3bb-4a3c-9537-ea9b6ba14520,2345125f-f90d-45c8-9d47-e968cd9f4266,Monitor 4K,5,3173.65,15868.25,2026-08-12,Processando
37f27ec1-2fe1-4333-b5a9-4b6890a0f5da,e5a7a02e-f0ea-454e-9b6f-a8477d591cb5,Teclado Mecânico,5,1866.85,9334.25,2026-04-23,Cancelado
2c398ad3-cfd0-4136-b7d4-b113e73c0871,7210bb6b-b216-4479-bd67-aa8b5486abb1,Fone Bluetooth,1,3142.03,3142.03,2025-11-20,Aguardando Pagamento
1051b295-a1f9-45c0-8683-7a453bd505d7,cb398e08-4f6a-40f5-af7e-13f79da94c54,Fone Bluetooth,3,2267.49,6802.47,2026-08-03,Processando
eaaf0c53-ae5a-4c7a-8142-6e42a00c536d,00f450cb-faed-4555-abd2-9107f538ebf5,Smartphone,3,838.27,2514.81,2026-07-21,Aguardando Pagamento
7bd01e75-6e4d-4cae-9cbf-86e7d7835cb8,7e8c5976-21e4-42d3-968f-ea7ecf927e83,Smartphone,1,1905.14,1905.14,2026-01-29,Aguardando Pagamento
121845df-6e54-45ef-825c-15cb66feabf4,6861b482-d5a4-49b7-992c-2cdb4588ef2a,Fone Bluetooth,2,44.22,88.44,2025-12-18,Aguardando Pagamento
ac856867-c602-481c-904d-717c260bb3a3,40a46019-fa5a-444b-bd24-251a6da313ab,Teclado Mecânico,1,2798.48,2798.48,2026-02-04,Aguardando Pagamento
7f97c6e8-3292-46db-808c-91f45b2feae4,3e58e8a9-c314-477c-a380-d087a1875ac2,Monitor 4K,1,164.59,164.59,2026-05-21,Cancelado
77e7c909-ea61-4e3a-9ae3-20818bd46f2d,489aaaee-2360-4b8f-8a10-9ec5d2d32de2,Teclado Mecânico,4,3092.59,12370.36,2026-05-07,Aguardando Pagamento
1b869e6e-753e-4c95-b175-ac34acc13f6b,084e4caa-2333-4493-b6f3-f9812b390833,Notebook,2,3195.24,6390.48,2025-10-18,Entregue
44cbcf5c-ac31-4966-bce4-0d3afec072bd,11580a79-c6fc-4097-8e11-2efce88b4cb7,Teclado Mecânico,2,756.0,1512.0,2025-08-22,Aguardando Pagamento
78cb8afd-c4f1-4e51-9e82-d4c20ec01bcd,8da08834-cef6-4466-8765-591095389a29,Fone Bluetooth,4,118.27,473.08,2026-05-28,Processando
ac7d9c0d-98c7-42c9-a6d0-0c5be57799fc,efe26fba-53d2-4e5f-8ca6-86d268c2565a,Notebook,1,1908.05,1908.05,2025-10-28,Aguardando Pagamento
e86ed05d-7cef-4acd-8995-959f2440186d,e221d87d-b3d0-4739-8d16-8dabd35f86c4,Mouse Gamer,2,1300.05,2600.1,2026-06-07,Entregue
8827dd7e-432d-458a-8b24-0ad1b3e1c2e6,5e0510e7-8766-48f2-aa4d-536ef1524f4c,Fone Bluetooth,3,371.69,1115.07,2026-07-16,Cancelado
a933e0aa-2850-47b9-b9f7-54694d4bb474,b08e7041-a206-4d0e-97a2-4ea501dc70dd,Monitor 4K,3,3390.67,10172.01,2025-10-26,Entregue
d34a3e30-aa1f-434e-81e1-55deb645a9a6,c340c078-9f62-4ac6-aef1-2fb9fb86b8e8,Mouse Gamer,5,2508.25,12541.25,2026-01-26,Processando
e3f3b458-c0a8-4bc1-8793-ade833087091,0d2b1ff3-642d-4007-bec8-fd1dafd39ab2,Teclado Mecânico,1,3072.98,3072.98,2026-04-20,Aguardando Pagamento
824d258b-0708-4bb5-87d9-ab4b0111dd04,b8f51bcd-b519-4beb-b9c2-b0c3dd8a185b,Mouse Gamer,2,3450.01,6900.02,2026-04-30,Cancelado
64d228a3-46ba-4e72-80b9-84c29bfe4af0,25c17988-d17f-4726-8063-f76c036130fc,Fone Bluetooth,1,3265.93,3265.93,2026-04-16,Cancelado
1aeb784d-dc3e-4500-8f93-12a73c09b4d1,477f9bfb-50c2-4a77-814b-d4d12610903a,Mouse Gamer,5,2403.68,12018.4,2026-01-15,Entregue
120ea141-847f-46f3-a028-c64b1939ed36,123d46f4-e7a7-4c33-949f-ee37dfa3487b,Smartphone,2,1815.82,3631.64,2026-01-18,Processando
d45096de-91ba-4401-8d5b-087f7ebfae29,ceaaba9b-0219-440b-a03d-31d9df18e8a0,Smartphone,4,347.79,1391.16,2025-12-29,Entregue
c8585199-061d-40ca-a37f-f142a8375389,e3286d59-501f-45e5-bcc6-3d795e46a6d7,Teclado Mecânico,4,1214.28,4857.12,2026-04-30,Entregue
6e9ce4da-0e2a-4a6a-92fd-c1617f3885b0,635cc593-da4c-4e06-9916-a262f540450f,Mouse Gamer,3,2950.6,8851.8,2026-01-25,Entregue
fd69bf9c-9d08-4eb7-b6f5-3db0eb277cc6,393221f3-e6d7-40c3-9faa-a4678176442a,Mouse Gamer,5,814.78,4073.9,2026-07-28,Aguardando Pagamento
f73d88c1-18fa-4cc1-b4ca-9a27c346e943,27adb221-2834-4829-b876-8b5644f674da,Teclado Mecânico,2,60.5,121.0,2025-11-25,Processando
a2532358-6c5b-4263-b48e-a8885c683c09,65e259b4-b8a5-4a0a-922a-5b82b286b5e8,Monitor 4K,2,505.29,1010.58,2026-02-14,Cancelado
972e8178-98ba-4b2c-aa08-91323fd70e5a,529363df-7cb8-498b-8939-0e117ce8ec3c,Teclado Mecânico,3,1641.18,4923.54,2026-07-13,Entregue
0d3b2e7b-73cf-418a-9e14-bdef0b137b7b,27faccd7-0a4f-4ad1-a6a8-af596b62554c,Fone Bluetooth,5,2633.71,13168.55,2026-01-13,Processando
3c87616a-4f4b-4461-8a70-9f6756696030,38853757-ba06-48aa-8cdd-0a1ba22b57c5,Monitor 4K,2,3337.13,6674.26,2026-05-04,Cancelado
e8727a22-4552-4806-9a3a-076a43d69f45,1c523f73-aed1-443a-9fd4-4b8b12f1f7b7,Smartphone,4,2854.59,11418.36,2025-10-29,Aguardando Pagamento
8fd06194-05fa-48e0-a01f-772868658762,b044717c-b08f-4c2b-9a82-9f9701319255,Notebook,1,405.49,405.49,2026-02-24,Processando
f60ead2b-73ad-4297-951a-88507814d398,9a74f1a0-b4c4-4091-a652-26a1f9bdab3a,Smartphone,3,3480.08,10440.24,2026-05-20,Cancelado
54e3fce2-8374-4a87-8e9d-debe0851dffb,99b861df-73f0-484b-8abc-6c4785b92e0c,Fone Bluetooth,1,434.03,434.03,2026-04-20,Cancelado
1aa95ab3-0279-4a7a-827e-780c523bc629,449bd33a-8bef-4b0d-b293-70ad704e66a1,Teclado Mecânico,1,97.41,97.41,2025-11-27,Entregue
26cf76a5-a2a1-425b-8715-0391b152c31f,6f25b4af-d5df-432f-82c7-6c69d16638be,Mouse Gamer,5,475.14,2375.7,2025-09-19,Entregue
fe0ff2f7-adfd-494a-96dc-493b43373add,3bdacd1f-9875-4aee-baa8-721ae4931d43,Notebook,2,1560.67,3121.34,2026-07-19,Entregue
bd50140b-e52d-4953-ac8e-2094e5d52654,6d6c28c3-4d1d-4176-95bb-2b6e9ecaee64,Notebook,2,182.97,365.94,2025-12-21,Entregue
f1b8bea5-e513-411e-8206-73593eddf022,1d8a802a-a2d2-4fc3-b82b-c19e9676f6c3,Fone Bluetooth,1,1549.74,1549.74,2025-11-04,Cancelado
6230f440-b452-4001-8d50-61106a1afc29,4a012247-a865-49da-b0ce-f6461532c526,Teclado Mecânico,2,2874.81,5749.62,2025-11-29,Entregue
b2c0b2f1-6e49-4acc-a1e9-30d0fe92af2a,50d6ec3a-6091-449b-9ecd-c42d2abad535,Monitor 4K,4,2869.65,11478.6,2026-04-22,Entregue
48b3883a-bff1-4452-bdf2-71b6570080f6,2b4fd694-d157-496e-8831-0d7caac53253,Monitor 4K,3,1629.45,4888.35,2026-06-04,Processando
19b5e396-2669-4a5d-a752-57e2afd0dd54,b9ebd67e-7b76-48be-8ea6-c8d3ec7ba002,Mouse Gamer,3,574.63,1723.89,2026-01-11,Cancelado
